State,School_Level,School_Locality,School_Size,Subject,Race,Gender,Experience
TN,Elementary,Suburban,250to499,Math,White,Female,3to9
LA,Elementary,Suburban,1000Plus,ELA,White,Female,16Plus
WI,High,Rural,500to999,ELA,White,Female,3to9
KY,Elementary,Suburban,250to499,ELA,White,Female,10to15
IN,Middle,Town,500to999,ELA,White,Female,Lessthan3
DE,Elementary,Urban,250to499,Math,White,Male,16Plus
DE,High,Suburban,Lessthan250,NatSci,White,Female,10to15
NJ,Elementary,Suburban,500to999,ELA,Hispanic,Female,16Plus
NE,Elementary,Rural,500to999,Math,White,Female,3to9
OH,Middle,Urban,500to999,ELA,White,Female,Lessthan3
WI,Middle,Urban,250to499,ELA,Black,Female,10to15
VA,Middle,Suburban,250to499,ELA,White,Female,10to15
TN,High,Town,1000Plus,Math,White,Female,16Plus
DE,Elementary,Town,250to499,ELA,White,Male,3to9
AL,Middle,Town,500to999,Math,White,Female,3to9
RI,Elementary,Suburban,500to999,NatSci,White,Female,16Plus
WI,Elementary,Rural,Lessthan250,ELA,White,Female,3to9
TN,Elementary,Rural,1000Plus,Math,White,Female,16Plus
OH,Middle,Suburban,500to999,ELA,White,Male,16Plus
NE,High,Rural,Lessthan250,NatSci,White,Female,16Plus
CO,High,Suburban,1000Plus,Math,White,Female,16Plus
LA,Middle,Town,250to499,Math,Multirace,Female,3to9
TN,High,Rural,500to999,ELA,White,Female,10to15
AR,Elementary,Rural,500to999,ELA,White,Male,3to9
CO,High,Suburban,500to999,ELA,White,Female,3to9
NE,High,Suburban,1000Plus,ELA,Hispanic,Female,10to15
DE,Elementary,Urban,500to999,Math,White,Female,3to9
FL,Elementary,Town,1000Plus,ELA,White,Female,3to9
DE,Elementary,Town,250to499,NatSci,White,Female,16Plus
AR,High,Urban,500to999,NatSci,White,Female,10to15
KY,High,Suburban,1000Plus,NatSci,White,Female,3to9
NE,High,Suburban,500to999,ELA,White,Female,16Plus
MN,Elementary,Rural,500to999,ELA,White,Female,3to9
MA,Elementary,Town,500to999,ELA,White,Female,3to9
KY,Elementary,Rural,500to999,ELA,White,Female,3to9
NY,Middle,Urban,1000Plus,Math,White,Female,3to9
IL,Elementary,Rural,1000Plus,NatSci,White,Male,3to9
OH,High,Urban,1000Plus,NatSci,White,Male,16Plus
NM,High,Urban,250to499,Math,White,Female,16Plus
FL,High,Suburban,250to499,Math,White,Female,16Plus
NJ,Middle,Suburban,500to999,ELA,White,Female,16Plus
TX,Elementary,Town,250to499,ELA,White,Male,16Plus
MA,High,Urban,500to999,ELA,White,Female,Lessthan3
IL,Elementary,Town,250to499,NatSci,Asian,Female,16Plus
KY,High,Rural,1000Plus,Math,White,Female,16Plus
RI,Elementary,Rural,1000Plus,ELA,White,Female,3to9
NJ,Elementary,Urban,500to999,NatSci,White,Female,10to15
MS,Elementary,Suburban,1000Plus,ELA,White,Female,10to15
CA,High,Rural,500to999,Math,Black,Female,3to9
RI,High,Rural,500to999,NatSci,Other,Female,3to9
MA,High,Suburban,500to999,ELA,White,Male,3to9
KY,Elementary,Suburban,1000Plus,Math,White,Female,16Plus
MS,High,Urban,1000Plus,NatSci,Hispanic,Female,16Plus
CA,Elementary,Suburban,250to499,NatSci,White,Male,16Plus
NE,High,Urban,Lessthan250,Math,White,Female,16Plus
LA,Elementary,Suburban,Lessthan250,NatSci,Other,Female,10to15
NE,High,Rural,250to499,Math,White,Female,3to9
CO,High,Urban,250to499,NatSci,White,Female,16Plus
WI,Elementary,Town,500to999,Math,White,Female,16Plus
OH,Middle,Suburban,250to499,NatSci,White,Female,3to9
NM,Middle,Rural,250to499,NatSci,White,Female,3to9
NY,Elementary,Urban,1000Plus,ELA,White,Female,16Plus
MN,Elementary,Suburban,250to499,Math,White,Female,3to9
WI,Elementary,Suburban,250to499,NatSci,White,Female,3to9
KY,High,Town,1000Plus,Math,White,Female,16Plus
NJ,Elementary,Suburban,500to999,ELA,White,Female,16Plus
KY,Elementary,Town,1000Plus,Math,White,Female,3to9
FL,Elementary,Rural,250to499,NatSci,White,Female,16Plus
GA,Elementary,Suburban,1000Plus,ELA,Multirace,Female,10to15
MA,Elementary,Suburban,250to499,ELA,Hispanic,Male,3to9
NM,Elementary,Rural,500to999,ELA,White,Female,3to9
OH,Elementary,Suburban,250to499,Math,White,Female,16Plus
TN,Elementary,Urban,500to999,Math,White,Female,16Plus
WI,Elementary,Urban,500to999,Math,White,Male,3to9
NE,Elementary,Town,250to499,ELA,Hispanic,Female,3to9
RI,Middle,Town,250to499,ELA,White,Female,10to15
NE,Elementary,Rural,250to499,ELA,Black,Female,16Plus
LA,Elementary,Suburban,1000Plus,NatSci,White,Female,16Plus
ND,Middle,Town,250to499,Math,White,Male,16Plus
MS,Elementary,Rural,500to999,Math,White,Female,10to15
OH,Elementary,Rural,250to499,Math,Hispanic,Female,10to15
KY,Middle,Suburban,500to999,Math,White,Female,16Plus
WI,High,Rural,1000Plus,ELA,White,Female,16Plus
OH,Elementary,Rural,250to499,ELA,Hispanic,Female,3to9
MS,Middle,Rural,250to499,ELA,White,Female,16Plus
IL,Middle,Urban,250to499,Math,Black,Female,16Plus
KY,Elementary,Rural,500to999,NatSci,White,Female,10to15
FL,Elementary,Urban,500to999,ELA,White,Female,16Plus
WI,Elementary,Rural,500to999,NatSci,White,Female,3to9
FL,Elementary,Rural,1000Plus,ELA,White,Male,3to9
DE,Elementary,Town,1000Plus,ELA,White,Female,3to9
RI,Elementary,Urban,1000Plus,ELA,White,Male,10to15
NY,Elementary,Suburban,1000Plus,NatSci,White,Female,16Plus
TX,High,Suburban,250to499,ELA,White,Female,10to15
FL,High,Rural,250to499,NatSci,White,Female,16Plus
LA,Elementary,Suburban,500to999,ELA,White,Female,16Plus
AR,Elementary,Suburban,1000Plus,ELA,White,Female,10to15
NM,High,Suburban,Lessthan250,ELA,Hispanic,Female,16Plus
NJ,Elementary,Urban,250to499,Math,White,Male,16Plus
MS,Middle,Suburban,Lessthan250,ELA,White,Female,10to15
MA,Elementary,Rural,1000Plus,ELA,White,Female,16Plus
KY,High,Rural,250to499,ELA,White,Female,16Plus
TN,Elementary,Rural,Lessthan250,ELA,White,Female,16Plus
RI,Middle,Rural,1000Plus,NatSci,White,Female,16Plus
NY,Elementary,Town,500to999,Math,White,Female,10to15
MN,Elementary,Town,250to499,ELA,White,Female,16Plus
AR,Elementary,Rural,250to499,ELA,White,Male,3to9
FL,Elementary,Urban,250to499,ELA,White,Female,3to9
KY,Elementary,Rural,1000Plus,Math,White,Female,3to9
OH,High,Town,Lessthan250,Math,White,Female,3to9
DE,High,Urban,1000Plus,Math,White,Female,16Plus
WI,Elementary,Town,500to999,ELA,Hispanic,Female,3to9
SC,Elementary,Suburban,Lessthan250,Math,White,Female,3to9
OK,Middle,Suburban,250to499,Math,White,Male,16Plus
MA,High,Suburban,250to499,NatSci,White,Female,16Plus
TN,Elementary,Suburban,1000Plus,ELA,White,Female,10to15
NE,High,Urban,500to999,NatSci,White,Female,16Plus
OH,Middle,Urban,1000Plus,Math,Hispanic,Female,10to15
AL,High,Town,250to499,NatSci,White,Female,10to15
MA,Elementary,Town,500to999,Math,White,Male,3to9
KY,High,Town,500to999,ELA,White,Female,16Plus
MS,Middle,Rural,1000Plus,ELA,White,Female,16Plus
LA,Middle,Suburban,250to499,ELA,Black,Female,10to15
RI,Elementary,Suburban,250to499,ELA,White,Female,16Plus
NM,High,Rural,500to999,Math,White,Female,16Plus
AR,Elementary,Suburban,500to999,Math,White,Female,10to15
MS,Elementary,Rural,500to999,Math,Hispanic,Female,3to9
DE,Elementary,Town,500to999,Math,White,Female,16Plus
OH,High,Suburban,500to999,ELA,White,Female,3to9
CA,Elementary,Rural,500to999,Math,White,Female,16Plus
MA,Elementary,Town,250to499,NatSci,White,Female,10to15
NM,Elementary,Urban,500to999,NatSci,White,Female,10to15
FL,High,Suburban,500to999,Math,White,Male,10to15
WV,Elementary,Town,250to499,ELA,White,Female,16Plus
OH,Elementary,Urban,250to499,Math,Black,Female,10to15
FL,High,Town,500to999,NatSci,Black,Female,3to9
OK,Middle,Urban,500to999,Math,White,Female,16Plus
FL,Elementary,Urban,500to999,NatSci,White,Female,3to9
CA,High,Suburban,250to499,NatSci,White,Female,16Plus
TN,Middle,Rural,500to999,NatSci,White,Female,10to15
NY,High,Suburban,500to999,ELA,White,Male,16Plus
AR,Elementary,Suburban,Lessthan250,Math,White,Female,10to15
MO,Elementary,Town,250to499,Math,White,Female,3to9
TN,High,Suburban,250to499,ELA,White,Male,3to9
MA,High,Suburban,500to999,ELA,White,Female,3to9
OR,High,Suburban,250to499,NatSci,White,Female,16Plus
NE,High,Suburban,1000Plus,Math,White,Female,3to9
GA,Middle,Suburban,1000Plus,ELA,White,Female,16Plus
RI,Middle,Urban,500to999,ELA,White,Male,10to15
FL,High,Rural,250to499,NatSci,Hispanic,Female,3to9
IL,Middle,Urban,1000Plus,Math,White,Male,16Plus
WI,Elementary,Urban,500to999,ELA,White,Male,10to15
MA,Elementary,Suburban,1000Plus,ELA,White,Female,16Plus
MA,Elementary,Suburban,1000Plus,ELA,White,Male,10to15
NE,Elementary,Town,500to999,Math,White,Female,16Plus
TX,High,Rural,500to999,ELA,White,Female,10to15
IL,Elementary,Town,500to999,NatSci,White,Male,16Plus
NY,Middle,Suburban,500to999,NatSci,White,Female,3to9
SC,Middle,Rural,250to499,NatSci,White,Male,16Plus
WI,Elementary,Town,250to499,Math,White,Female,16Plus
KY,Middle,Urban,250to499,NatSci,Asian,Male,10to15
RI,Elementary,Urban,250to499,ELA,Black,Female,16Plus
CA,Middle,Town,1000Plus,Math,White,Female,3to9
NY,Middle,Rural,1000Plus,NatSci,White,Female,10to15
MS,Elementary,Rural,250to499,ELA,White,Female,16Plus
NM,Elementary,Suburban,500to999,ELA,Black,Female,16Plus
GA,Elementary,Suburban,1000Plus,Math,White,Female,3to9
NY,Elementary,Town,250to499,ELA,White,Male,3to9
NM,Elementary,Suburban,1000Plus,ELA,White,Female,16Plus
NY,Elementary,Urban,1000Plus,NatSci,White,Female,16Plus
KY,Elementary,Urban,500to999,ELA,Black,Female,3to9
RI,Elementary,Urban,250to499,ELA,White,Female,3to9
FL,Elementary,Rural,250to499,ELA,White,Female,10to15
FL,Elementary,Suburban,250to499,ELA,White,Male,3to9
LA,Elementary,Urban,1000Plus,Math,White,Female,3to9
FL,High,Urban,500to999,ELA,White,Female,10to15
KY,Elementary,Urban,250to499,ELA,White,Female,16Plus
FL,High,Town,500to999,Math,White,Male,3to9
NJ,Middle,Rural,Lessthan250,NatSci,White,Female,16Plus
KY,Elementary,Suburban,250to499,NatSci,White,Female,3to9
MA,Elementary,Suburban,250to499,Math,Black,Female,3to9
OK,Middle,Rural,Lessthan250,Math,White,Female,16Plus
TN,High,Suburban,500to999,ELA,White,Female,Lessthan3
IN,Elementary,Town,250to499,ELA,Black,Female,16Plus
FL,Elementary,Suburban,Lessthan250,NatSci,White,Female,16Plus
NJ,Elementary,Rural,Lessthan250,ELA,White,Female,16Plus
NM,High,Urban,500to999,Math,White,Female,3to9
LA,Elementary,Suburban,1000Plus,Math,White,Male,16Plus
NM,High,Suburban,500to999,ELA,White,Male,3to9
AR,Middle,Suburban,1000Plus,Math,White,Female,10to15
OH,Elementary,Suburban,1000Plus,Math,Hispanic,Female,16Plus
DE,High,Suburban,250to499,NatSci,White,Female,10to15
KY,High,Urban,250to499,ELA,Multirace,Female,3to9
FL,Elementary,Rural,250to499,ELA,White,Female,3to9
MA,Middle,Urban,1000Plus,NatSci,White,Female,3to9
OH,Elementary,Rural,500to999,ELA,White,Female,3to9
KY,Elementary,Rural,500to999,Math,White,Male,16Plus
WI,Middle,Suburban,500to999,ELA,Black,Male,10to15
OH,High,Urban,500to999,Math,White,Female,3to9
LA,Elementary,Suburban,500to999,ELA,Black,Female,16Plus
VA,High,Rural,Lessthan250,Math,Black,Male,10to15
LA,Elementary,Rural,500to999,NatSci,White,Female,16Plus
ND,Elementary,Suburban,Lessthan250,Math,White,Female,10to15
VA,Middle,Suburban,500to999,Math,White,Female,10to15
FL,Elementary,Rural,1000Plus,Math,White,Female,3to9
IL,Middle,Suburban,250to499,Math,White,Female,16Plus
NV,Elementary,Rural,500to999,ELA,Hispanic,Female,10to15
AL,Middle,Suburban,500to999,NatSci,White,Female,16Plus
MA,Elementary,Suburban,500to999,Math,White,Female,10to15
AL,Elementary,Rural,500to999,ELA,White,Female,3to9
OH,Elementary,Urban,1000Plus,Math,White,Male,10to15
OH,Middle,Suburban,Lessthan250,Math,Black,Female,16Plus
KY,Elementary,Rural,250to499,NatSci,Hispanic,Female,10to15
LA,Elementary,Urban,250to499,NatSci,White,Female,10to15
WV,High,Urban,1000Plus,ELA,White,Female,16Plus
FL,Elementary,Suburban,500to999,ELA,White,Female,16Plus
LA,Elementary,Urban,250to499,NatSci,White,Female,10to15
TX,Elementary,Suburban,250to499,Math,White,Female,3to9
GA,High,Town,250to499,NatSci,White,Male,16Plus
DE,Elementary,Urban,250to499,Math,White,Female,3to9
TN,Middle,Urban,250to499,NatSci,White,Female,10to15
OH,High,Suburban,250to499,Math,White,Female,16Plus
NE,Elementary,Suburban,500to999,Math,White,Female,16Plus
MA,Elementary,Urban,250to499,Math,White,Female,10to15
NY,High,Urban,250to499,ELA,White,Female,16Plus
FL,High,Suburban,500to999,NatSci,White,Male,10to15
AR,High,Urban,500to999,Math,White,Female,16Plus
OH,Middle,Urban,250to499,ELA,White,Female,3to9
NM,Elementary,Rural,500to999,ELA,White,Male,16Plus
MA,Elementary,Rural,Lessthan250,Math,White,Female,16Plus
NE,High,Urban,250to499,Math,White,Male,10to15
AR,Elementary,Rural,500to999,Math,White,Female,16Plus
TN,Elementary,Suburban,500to999,Math,Hispanic,Female,3to9
RI,High,Suburban,500to999,ELA,White,Female,16Plus
CA,High,Rural,500to999,NatSci,Multirace,Female,16Plus
NY,Middle,Suburban,Lessthan250,NatSci,Black,Female,10to15
TN,High,Rural,500to999,NatSci,Asian,Female,16Plus
AR,Elementary,Suburban,1000Plus,Math,White,Female,16Plus
DE,Elementary,Rural,500to999,NatSci,Black,Male,3to9
WI,High,Urban,250to499,Math,White,Female,10to15
MD,Elementary,Urban,500to999,Math,White,Female,3to9
RI,Elementary,Town,500to999,ELA,White,Female,10to15
MA,Elementary,Urban,250to499,ELA,White,Female,3to9
MD,Elementary,Rural,1000Plus,NatSci,White,Male,10to15
OK,Elementary,Urban,1000Plus,NatSci,White,Female,16Plus
TN,High,Suburban,500to999,ELA,White,Female,16Plus
WI,Middle,Rural,500to999,ELA,Asian,Male,10to15
NM,Elementary,Suburban,250to499,Math,White,Female,3to9
TX,Middle,Urban,Lessthan250,NatSci,White,Female,10to15
FL,High,Town,500to999,Math,White,Female,16Plus
KY,Middle,Urban,500to999,Math,White,Female,3to9
KY,Middle,Urban,250to499,ELA,White,Male,16Plus
LA,High,Rural,500to999,NatSci,White,Female,16Plus
WI,Elementary,Urban,500to999,Math,White,Female,10to15
FL,High,Urban,250to499,Math,White,Male,10to15
FL,Elementary,Urban,500to999,ELA,White,Female,3to9
IL,Elementary,Suburban,1000Plus,Math,Hispanic,Female,16Plus
TN,Elementary,Urban,500to999,Math,White,Female,3to9
ME,Elementary,Urban,Lessthan250,ELA,White,Female,16Plus
NM,Elementary,Suburban,500to999,ELA,White,Female,10to15
OH,Elementary,Urban,250to499,Math,White,Female,16Plus
NE,High,Urban,1000Plus,NatSci,Black,Female,16Plus
MA,High,Rural,500to999,Math,White,Female,3to9
WI,High,Urban,500to999,Math,White,Female,3to9
UT,Middle,Urban,1000Plus,Math,White,Female,16Plus
AR,Middle,Town,250to499,ELA,White,Female,10to15
MA,Elementary,Urban,500to999,ELA,White,Female,10to15
FL,Elementary,Rural,250to499,Math,White,Female,3to9
RI,Middle,Rural,250to499,ELA,Multirace,Male,10to15
CA,Elementary,Urban,500to999,NatSci,White,Female,10to15
CA,High,Town,1000Plus,Math,Hispanic,Female,16Plus
CO,High,Suburban,500to999,Math,White,Female,16Plus
DE,High,Urban,500to999,Math,White,Male,16Plus
KY,Elementary,Suburban,250to499,ELA,Hispanic,Female,16Plus
MI,Elementary,Urban,1000Plus,NatSci,White,Female,16Plus
RI,Middle,Suburban,250to499,Math,White,Female,16Plus
RI,Middle,Suburban,250to499,Math,Other,Female,10to15
AR,Elementary,Town,1000Plus,ELA,White,Female,10to15
WV,Elementary,Suburban,250to499,Math,White,Female,16Plus
AR,High,Town,500to999,ELA,White,Female,16Plus
CA,Elementary,Suburban,500to999,ELA,White,Male,3to9
MS,Elementary,Suburban,1000Plus,ELA,White,Female,16Plus
TN,Middle,Town,250to499,ELA,White,Female,10to15
DE,Middle,Suburban,1000Plus,ELA,White,Female,16Plus
CT,Elementary,Rural,1000Plus,NatSci,White,Male,10to15
KY,Elementary,Rural,500to999,ELA,White,Female,16Plus
WI,Elementary,Urban,500to999,Math,White,Female,16Plus
AR,High,Rural,1000Plus,Math,Black,Female,16Plus
FL,High,Suburban,250to499,NatSci,White,Male,3to9
VA,Elementary,Town,1000Plus,ELA,White,Male,3to9
TN,Middle,Urban,500to999,ELA,White,Female,16Plus
RI,Elementary,Suburban,250to499,Math,White,Female,10to15
FL,Elementary,Urban,250to499,Math,White,Female,3to9
MD,Elementary,Rural,Lessthan250,ELA,White,Female,16Plus
CO,Middle,Urban,500to999,Math,White,Female,16Plus
TX,Middle,Suburban,1000Plus,ELA,White,Female,3to9
FL,High,Rural,250to499,ELA,White,Female,16Plus
FL,Elementary,Rural,500to999,ELA,White,Female,10to15
NY,Elementary,Urban,1000Plus,NatSci,White,Female,3to9
NM,Elementary,Suburban,250to499,NatSci,White,Female,16Plus
TN,Elementary,Suburban,250to499,ELA,White,Female,16Plus
TN,Middle,Rural,Lessthan250,NatSci,White,Female,16Plus
FL,Elementary,Suburban,250to499,NatSci,White,Female,16Plus
DE,Elementary,Rural,500to999,NatSci,Black,Female,3to9
TN,Elementary,Suburban,1000Plus,ELA,White,Female,16Plus
LA,Middle,Suburban,500to999,ELA,White,Female,3to9
FL,Elementary,Suburban,1000Plus,Math,White,Female,3to9
NM,High,Urban,500to999,NatSci,White,Female,10to15
MS,Elementary,Suburban,500to999,ELA,White,Female,16Plus
TN,Elementary,Urban,1000Plus,Math,White,Female,16Plus
LA,High,Urban,250to499,NatSci,White,Female,16Plus
NM,Elementary,Town,500to999,Math,White,Female,10to15
NE,Elementary,Urban,500to999,ELA,White,Female,10to15
OK,Elementary,Suburban,1000Plus,ELA,White,Female,16Plus
FL,Elementary,Suburban,500to999,Math,White,Female,16Plus
TN,Middle,Town,500to999,ELA,White,Female,16Plus
NH,High,Rural,250to499,ELA,White,Female,16Plus
MA,Middle,Suburban,500to999,NatSci,White,Female,16Plus
NM,Elementary,Urban,1000Plus,NatSci,White,Female,16Plus
NY,Elementary,Urban,250to499,NatSci,White,Male,16Plus
CA,High,Rural,500to999,Math,White,Female,10to15
CA,Elementary,Rural,250to499,Math,White,Female,16Plus
LA,High,Suburban,500to999,ELA,White,Female,3to9
RI,Elementary,Rural,250to499,NatSci,Hispanic,Female,16Plus
NY,Middle,Urban,1000Plus,ELA,Black,Female,3to9
LA,Elementary,Suburban,250to499,NatSci,Black,Male,16Plus
RI,High,Suburban,250to499,Math,White,Female,16Plus
CA,Elementary,Suburban,Lessthan250,Math,White,Female,3to9
NJ,High,Urban,1000Plus,ELA,AIAN,Female,3to9
FL,Elementary,Rural,500to999,NatSci,White,Male,3to9
AL,Elementary,Rural,1000Plus,Math,Hispanic,Male,16Plus
KY,Elementary,Urban,1000Plus,Math,White,Female,3to9
NM,High,Town,1000Plus,ELA,White,Female,10to15
DE,High,Suburban,500to999,NatSci,White,Female,16Plus
OH,Elementary,Suburban,Lessthan250,NatSci,White,Female,16Plus
AR,Middle,Suburban,1000Plus,Math,White,Male,10to15
AR,High,Town,1000Plus,ELA,White,Female,3to9
TX,High,Rural,500to999,ELA,White,Female,16Plus
NE,Elementary,Urban,500to999,Math,White,Female,16Plus
MA,High,Town,250to499,Math,White,Female,16Plus
DE,Middle,Urban,1000Plus,ELA,Black,Female,3to9
DE,Middle,Town,250to499,Math,White,Female,10to15
AL,Elementary,Rural,500to999,ELA,White,Female,16Plus
UT,Elementary,Urban,500to999,NatSci,White,Female,10to15
FL,High,Suburban,500to999,ELA,White,Female,16Plus
WI,Elementary,Suburban,250to499,NatSci,White,Female,16Plus
CA,High,Suburban,250to499,ELA,White,Male,16Plus
MS,Elementary,Suburban,1000Plus,ELA,White,Female,10to15
LA,Elementary,Urban,500to999,ELA,White,Male,16Plus
IL,Elementary,Town,500to999,ELA,White,Female,3to9
NE,High,Town,1000Plus,ELA,White,Male,10to15
RI,Elementary,Urban,1000Plus,NatSci,White,Female,16Plus
DE,Elementary,Town,500to999,NatSci,White,Male,16Plus
TX,Elementary,Urban,1000Plus,ELA,White,Male,10to15
CA,Middle,Suburban,1000Plus,NatSci,Black,Female,16Plus
OR,Elementary,Rural,250to499,ELA,White,Female,3to9
TN,High,Urban,250to499,ELA,White,Female,16Plus
PA,Elementary,Suburban,500to999,Math,White,Female,10to15
SC,Middle,Suburban,250to499,Math,Black,Female,16Plus
TN,Elementary,Town,250to499,ELA,White,Male,3to9
KY,Elementary,Suburban,500to999,ELA,White,Female,16Plus
TX,Elementary,Urban,250to499,Math,White,Female,16Plus
FL,Elementary,Urban,1000Plus,NatSci,White,Female,3to9
NM,High,Urban,250to499,ELA,White,Female,3to9
KY,High,Suburban,250to499,NatSci,White,Female,16Plus
OH,High,Urban,500to999,ELA,White,Female,10to15
OH,Elementary,Rural,500to999,NatSci,White,Female,16Plus
NE,Middle,Suburban,250to499,NatSci,White,Female,16Plus
VA,Elementary,Suburban,250to499,ELA,White,Male,10to15
NJ,Elementary,Rural,500to999,ELA,White,Female,10to15
TN,Elementary,Rural,1000Plus,Math,White,Female,3to9
MA,Elementary,Urban,250to499,Math,White,Female,3to9
TN,High,Town,500to999,ELA,White,Female,10to15
LA,Elementary,Rural,1000Plus,NatSci,White,Female,16Plus
NY,Elementary,Urban,250to499,Math,White,Female,3to9
LA,High,Suburban,Lessthan250,Math,White,Female,16Plus
WI,Elementary,Urban,500to999,Math,White,Female,3to9
LA,High,Suburban,1000Plus,NatSci,Asian,Female,16Plus
RI,High,Suburban,500to999,NatSci,White,Female,16Plus
KY,Elementary,Suburban,250to499,ELA,White,Female,10to15
DE,Middle,Rural,250to499,ELA,White,Female,3to9
NE,Elementary,Suburban,Lessthan250,Math,White,Female,10to15
NY,High,Urban,500to999,NatSci,White,Female,3to9
TX,Middle,Rural,1000Plus,Math,White,Female,3to9
VA,Elementary,Rural,500to999,ELA,White,Female,3to9
NE,Elementary,Rural,500to999,ELA,White,Female,16Plus
MA,High,Suburban,500to999,NatSci,White,Female,3to9
AL,Elementary,Urban,250to499,ELA,White,Female,16Plus
MS,Middle,Rural,500to999,ELA,White,Female,16Plus
OH,Elementary,Suburban,500to999,ELA,White,Female,3to9
NY,Elementary,Suburban,1000Plus,ELA,White,Male,16Plus
DE,High,Suburban,500to999,Math,White,Female,3to9
OK,Elementary,Rural,1000Plus,ELA,White,Female,10to15
