State,School_Level,School_Locality,School_Size,Subject,Race,Gender,Experience,pop_total
AR,Middle,Urban,500to999,ELA,Black,Female,3to9,10
AR,Middle,Urban,500to999,ELA,White,Female,3to9,13
AR,Middle,Urban,500to999,ELA,White,Male,10to15,10
AR,Middle,Urban,500to999,Math,White,Female,3to9,14
AR,Middle,Urban,500to999,Math,White,Female,16Plus,15
AR,Middle,Urban,500to999,NatSci,White,Female,16Plus,28
AR,Middle,Urban,500to999,NatSci,White,Male,3to9,11
AR,Middle,Urban,500to999,NatSci,White,Male,16Plus,14
AR,Middle,Urban,Lessthan250,ELA,Black,Female,10to15,1
AR,Middle,Urban,Lessthan250,ELA,White,Female,3to9,19
AZ,Elementary,Rural,250to499,NatSci,White,Female,16Plus,13
AZ,Elementary,Rural,500to999,ELA,White,Female,16Plus,6
AZ,Elementary,Rural,500to999,Math,Hispanic,Male,16Plus,16
AZ,Elementary,Rural,Lessthan250,NatSci,Asian,Female,16Plus,5
AZ,Elementary,Rural,Lessthan250,NatSci,White,Female,16Plus,4
AZ,Elementary,Suburban,1000Plus,ELA,White,Female,16Plus,7
AZ,Elementary,Suburban,1000Plus,NatSci,Asian,Male,10to15,21
AZ,Elementary,Suburban,250to499,ELA,Black,Female,16Plus,16
AZ,Elementary,Suburban,250to499,NatSci,White,Female,Lessthan3,18
AZ,Elementary,Suburban,500to999,ELA,Asian,Female,10to15,9
AZ,Elementary,Suburban,500to999,ELA,Multirace,Female,Lessthan3,10
AZ,Elementary,Suburban,500to999,Math,White,Female,16Plus,5
AZ,Elementary,Suburban,500to999,NatSci,White,Female,16Plus,15
AZ,Elementary,Suburban,Lessthan250,ELA,White,Female,16Plus,11
AZ,Elementary,Town,500to999,Math,White,Female,16Plus,5
AZ,Elementary,Town,500to999,NatSci,Hispanic,Male,16Plus,15
AZ,Elementary,Urban,1000Plus,NatSci,White,Female,3to9,10
AZ,Elementary,Urban,1000Plus,NatSci,White,Male,16Plus,13
AZ,Elementary,Urban,250to499,ELA,Black,Female,3to9,12
AZ,Elementary,Urban,250to499,Math,White,Female,3to9,6
AZ,Elementary,Urban,250to499,NatSci,White,Female,16Plus,21
AZ,Elementary,Urban,500to999,ELA,White,Female,3to9,7
AZ,Elementary,Urban,500to999,ELA,White,Male,10to15,13
AZ,Elementary,Urban,Lessthan250,NatSci,Black,Female,16Plus,9
AZ,Elementary,Urban,Lessthan250,NatSci,White,Female,10to15,19
AZ,High,Rural,250to499,ELA,White,Female,10to15,15
AZ,High,Rural,500to999,Math,White,Female,16Plus,13
AZ,High,Suburban,250to499,Math,White,Female,3to9,15
AZ,High,Town,1000Plus,ELA,White,Female,3to9,12
AZ,High,Town,500to999,ELA,White,Male,16Plus,15
AZ,High,Town,500to999,Math,White,Male,16Plus,20
AZ,High,Urban,1000Plus,Math,Hispanic,Female,16Plus,15
AZ,High,Urban,250to499,ELA,White,Female,10to15,10
AZ,High,Urban,500to999,NatSci,White,Female,16Plus,5
AZ,Middle,Rural,250to499,Math,Hispanic,Female,10to15,11
AZ,Middle,Rural,250to499,NatSci,White,Female,3to9,15
AZ,Middle,Rural,500to999,Math,Black,Female,3to9,18
AZ,Middle,Rural,500to999,Math,White,Female,3to9,13
CA,Elementary,Rural,1000Plus,ELA,Hispanic,Female,3to9,10
CA,Elementary,Rural,1000Plus,ELA,Hispanic,Female,16Plus,22
CA,Elementary,Rural,1000Plus,ELA,White,Female,3to9,14
CA,Elementary,Rural,1000Plus,ELA,White,Female,16Plus,23
CA,Elementary,Rural,1000Plus,Math,Black,Female,16Plus,12
CA,Elementary,Rural,1000Plus,Math,White,Female,Lessthan3,13
CA,Elementary,Rural,1000Plus,Math,White,Female,3to9,7
CA,Elementary,Rural,1000Plus,Math,White,Female,16Plus,56
CA,Elementary,Rural,1000Plus,NatSci,White,Female,3to9,13
CA,Elementary,Rural,1000Plus,NatSci,White,Female,10to15,21
CA,Elementary,Rural,1000Plus,NatSci,White,Female,16Plus,5
CA,Elementary,Rural,1000Plus,NatSci,White,Male,10to15,6
CA,Elementary,Rural,250to499,ELA,White,Female,3to9,19
CA,Elementary,Rural,250to499,ELA,White,Female,10to15,21
CA,Elementary,Rural,250to499,Math,Hispanic,Female,10to15,10
CA,Elementary,Rural,250to499,Math,Hispanic,Male,16Plus,14
CA,Elementary,Rural,250to499,Math,White,Female,10to15,8
CA,Elementary,Rural,250to499,Math,White,Female,16Plus,13
CA,Elementary,Rural,250to499,Math,White,Male,3to9,7
CA,Elementary,Rural,250to499,NatSci,Hispanic,Female,16Plus,26
CA,Elementary,Rural,250to499,NatSci,White,Female,3to9,4
CA,Elementary,Rural,250to499,NatSci,White,Female,10to15,23
CA,Elementary,Rural,250to499,NatSci,White,Female,16Plus,26
CA,Elementary,Rural,250to499,NatSci,White,Male,16Plus,14
CA,Elementary,Rural,500to999,ELA,Asian,Female,16Plus,6
CA,Elementary,Rural,500to999,ELA,Black,Male,16Plus,6
CA,Elementary,Rural,500to999,ELA,White,Female,3to9,17
CA,Elementary,Rural,500to999,ELA,White,Female,10to15,20
CA,Elementary,Rural,500to999,ELA,White,Female,16Plus,35
CA,Elementary,Rural,500to999,ELA,White,Male,3to9,13
CA,Elementary,Rural,500to999,Math,White,Female,3to9,23
CA,Elementary,Rural,500to999,Math,White,Female,10to15,14
CA,Elementary,Rural,500to999,Math,White,Female,16Plus,19
CA,Elementary,Rural,500to999,Math,White,Male,3to9,15
CA,Elementary,Rural,500to999,Math,White,Male,16Plus,10
CA,Elementary,Rural,500to999,NatSci,White,Female,16Plus,16
CA,Elementary,Rural,500to999,NatSci,White,Male,3to9,17
CA,Elementary,Rural,Lessthan250,ELA,Hispanic,Female,16Plus,7
CA,Elementary,Rural,Lessthan250,ELA,White,Female,16Plus,22
CA,Elementary,Rural,Lessthan250,Math,White,Male,10to15,9
CA,Elementary,Rural,Lessthan250,NatSci,White,Female,10to15,3
CA,Elementary,Suburban,1000Plus,ELA,Hispanic,Female,3to9,10
CA,Elementary,Suburban,1000Plus,ELA,Hispanic,Female,10to15,5
CA,Elementary,Suburban,1000Plus,ELA,White,Female,3to9,46
CA,Elementary,Suburban,1000Plus,ELA,White,Female,10to15,3
CA,Elementary,Suburban,1000Plus,ELA,White,Female,16Plus,34
CA,Elementary,Suburban,1000Plus,Math,White,Female,3to9,17
CA,Elementary,Suburban,1000Plus,Math,White,Female,10to15,18
CA,Elementary,Suburban,1000Plus,Math,White,Female,16Plus,4
CA,Elementary,Suburban,1000Plus,NatSci,Hispanic,Female,16Plus,15
CA,Elementary,Suburban,1000Plus,NatSci,White,Female,3to9,16
CA,Elementary,Suburban,1000Plus,NatSci,White,Female,10to15,26
CA,Elementary,Suburban,1000Plus,NatSci,White,Female,16Plus,7
CA,Elementary,Suburban,1000Plus,NatSci,White,Male,3to9,22
CA,Elementary,Suburban,1000Plus,NatSci,White,Male,16Plus,15
CA,Elementary,Suburban,250to499,ELA,Black,Female,16Plus,13
CA,Elementary,Suburban,250to499,ELA,Hispanic,Female,16Plus,13
CA,Elementary,Suburban,250to499,ELA,White,Female,3to9,12
CA,Elementary,Suburban,250to499,ELA,White,Female,10to15,18
CA,Elementary,Suburban,250to499,ELA,White,Female,16Plus,31
CA,Elementary,Suburban,250to499,ELA,White,Male,10to15,6
CA,Elementary,Suburban,250to499,Math,Hispanic,Female,16Plus,6
CA,Elementary,Suburban,250to499,Math,Hispanic,Male,3to9,14
CA,Elementary,Suburban,250to499,Math,White,Female,10to15,26
CA,Elementary,Suburban,250to499,Math,White,Female,16Plus,14
CA,Elementary,Suburban,250to499,Math,White,Male,16Plus,20
CA,Elementary,Suburban,250to499,NatSci,Black,Female,10to15,9
CA,Elementary,Suburban,250to499,NatSci,Hispanic,Female,16Plus,9
CA,Elementary,Suburban,250to499,NatSci,White,Female,3to9,5
CA,Elementary,Suburban,250to499,NatSci,White,Female,16Plus,21
CA,Elementary,Suburban,250to499,NatSci,White,Male,16Plus,7
CA,Elementary,Suburban,500to999,ELA,Asian,Female,10to15,18
CA,Elementary,Suburban,500to999,ELA,Black,Female,3to9,6
CA,Elementary,Suburban,500to999,ELA,Hispanic,Female,16Plus,24
CA,Elementary,Suburban,500to999,ELA,White,Female,10to15,9
CA,Elementary,Suburban,500to999,ELA,White,Female,16Plus,53
CA,Elementary,Suburban,500to999,ELA,White,Male,3to9,13
CA,Elementary,Suburban,500to999,ELA,White,Male,10to15,9
CA,Elementary,Suburban,500to999,ELA,White,Male,16Plus,14
CA,Elementary,Suburban,500to999,Math,Asian,Male,16Plus,11
CA,Elementary,Suburban,500to999,Math,Hispanic,Female,3to9,12
CA,Elementary,Suburban,500to999,Math,White,Female,10to15,35
CA,Elementary,Suburban,500to999,Math,White,Female,16Plus,39
CA,Elementary,Suburban,500to999,Math,White,Male,Lessthan3,27
CA,Elementary,Suburban,500to999,NatSci,Black,Female,3to9,9
CA,Elementary,Suburban,500to999,NatSci,Black,Male,10to15,12
CA,Elementary,Suburban,500to999,NatSci,Hispanic,Female,10to15,6
CA,Elementary,Suburban,500to999,NatSci,Multirace,Male,16Plus,14
CA,Elementary,Suburban,500to999,NatSci,White,Female,10to15,7
CA,Elementary,Suburban,500to999,NatSci,White,Female,16Plus,58
CA,Elementary,Suburban,500to999,NatSci,White,Male,3to9,6
CA,Elementary,Suburban,500to999,NatSci,White,Male,16Plus,8
CA,Elementary,Suburban,Lessthan250,ELA,White,Female,3to9,15
CA,Elementary,Suburban,Lessthan250,Math,Hispanic,Female,16Plus,6
CA,Elementary,Suburban,Lessthan250,Math,White,Female,3to9,15
CA,Elementary,Suburban,Lessthan250,Math,White,Female,10to15,9
CA,Elementary,Suburban,Lessthan250,Math,White,Female,16Plus,24
CA,Elementary,Suburban,Lessthan250,NatSci,Black,Female,3to9,7
CA,Elementary,Suburban,Lessthan250,NatSci,White,Female,3to9,23
CA,Elementary,Town,1000Plus,ELA,Hispanic,Female,16Plus,12
CA,Elementary,Town,1000Plus,ELA,White,Female,16Plus,10
CA,Elementary,Town,1000Plus,Math,White,Female,10to15,20
CA,Elementary,Town,1000Plus,Math,White,Female,16Plus,7
CA,Elementary,Town,1000Plus,Math,White,Male,3to9,14
CA,Elementary,Town,1000Plus,Math,White,Male,16Plus,20
CA,Elementary,Town,1000Plus,NatSci,White,Female,3to9,10
CA,Elementary,Town,1000Plus,NatSci,White,Female,16Plus,20
CA,Elementary,Town,1000Plus,NatSci,White,Male,10to15,17
CA,Elementary,Town,250to499,ELA,Asian,Female,16Plus,11
CA,Elementary,Town,250to499,ELA,Multirace,Female,16Plus,8
CA,Elementary,Town,250to499,ELA,White,Female,3to9,6
CA,Elementary,Town,250to499,ELA,White,Female,10to15,10
CA,Elementary,Town,250to499,ELA,White,Male,10to15,10
CA,Elementary,Town,250to499,Math,Black,Female,10to15,6
CA,Elementary,Town,250to499,Math,White,Female,3to9,22
CA,Elementary,Town,250to499,Math,White,Female,10to15,23
CA,Elementary,Town,250to499,Math,White,Female,16Plus,19
CA,Elementary,Town,250to499,NatSci,White,Female,Lessthan3,14
CA,Elementary,Town,250to499,NatSci,White,Female,16Plus,11
CA,Elementary,Town,250to499,NatSci,White,Male,10to15,14
CA,Elementary,Town,500to999,ELA,Multirace,Female,16Plus,25
CA,Elementary,Town,500to999,ELA,White,Female,10to15,8
CA,Elementary,Town,500to999,ELA,White,Female,16Plus,15
CA,Elementary,Town,500to999,Math,Black,Female,16Plus,9
CA,Elementary,Town,500to999,Math,White,Female,3to9,16
CA,Elementary,Town,500to999,Math,White,Female,10to15,6
CA,Elementary,Town,500to999,Math,White,Female,16Plus,20
CA,Elementary,Town,500to999,Math,White,Male,16Plus,27
CA,Elementary,Town,500to999,NatSci,Hispanic,Female,3to9,16
CA,Elementary,Town,500to999,NatSci,Hispanic,Female,10to15,12
CA,Elementary,Town,500to999,NatSci,Hispanic,Female,16Plus,11
CA,Elementary,Town,500to999,NatSci,White,Female,3to9,12
CA,Elementary,Town,500to999,NatSci,White,Female,16Plus,16
CA,Elementary,Town,Lessthan250,ELA,Multirace,Female,10to15,6
CA,Elementary,Town,Lessthan250,ELA,White,Female,16Plus,8
CA,Elementary,Town,Lessthan250,Math,White,Female,10to15,10
CA,Elementary,Town,Lessthan250,Math,White,Female,16Plus,7
CA,Elementary,Town,Lessthan250,NatSci,Multirace,Female,16Plus,5
CA,Elementary,Town,Lessthan250,NatSci,White,Female,3to9,20
CA,Elementary,Town,Lessthan250,NatSci,White,Female,10to15,14
CA,Elementary,Urban,1000Plus,ELA,Black,Female,16Plus,6
CA,Elementary,Urban,1000Plus,ELA,Multirace,Female,16Plus,6
CA,Elementary,Urban,1000Plus,ELA,White,Female,10to15,17
CA,Elementary,Urban,1000Plus,ELA,White,Female,16Plus,37
CA,Elementary,Urban,1000Plus,ELA,White,Male,16Plus,8
CA,Elementary,Urban,1000Plus,Math,Black,Female,16Plus,9
CA,Elementary,Urban,1000Plus,Math,Black,Male,16Plus,10
CA,Elementary,Urban,1000Plus,Math,White,Female,Lessthan3,10
CA,Elementary,Urban,1000Plus,Math,White,Female,3to9,14
CA,Elementary,Urban,1000Plus,Math,White,Female,10to15,14
CA,Elementary,Urban,1000Plus,Math,White,Female,16Plus,20
CA,Elementary,Urban,1000Plus,Math,White,Male,16Plus,19
CA,Elementary,Urban,1000Plus,NatSci,White,Female,3to9,22
CA,Elementary,Urban,1000Plus,NatSci,White,Male,3to9,30
CA,Elementary,Urban,250to499,ELA,Asian,Female,16Plus,4
CA,Elementary,Urban,250to499,ELA,Hispanic,Female,3to9,11
CA,Elementary,Urban,250to499,ELA,Hispanic,Male,16Plus,4
CA,Elementary,Urban,250to499,ELA,Multirace,Female,16Plus,16
CA,Elementary,Urban,250to499,ELA,White,Female,3to9,10
CA,Elementary,Urban,250to499,ELA,White,Female,16Plus,22
CA,Elementary,Urban,250to499,ELA,White,Male,3to9,8
CA,Elementary,Urban,250to499,ELA,White,Male,16Plus,13
CA,Elementary,Urban,250to499,Math,Black,Female,16Plus,14
CA,Elementary,Urban,250to499,Math,Hispanic,Female,3to9,15
CA,Elementary,Urban,250to499,Math,Hispanic,Female,16Plus,11
CA,Elementary,Urban,250to499,Math,White,Female,3to9,28
CA,Elementary,Urban,250to499,Math,White,Female,10to15,14
CA,Elementary,Urban,250to499,Math,White,Female,16Plus,21
CA,Elementary,Urban,250to499,NatSci,Hispanic,Female,16Plus,20
CA,Elementary,Urban,250to499,NatSci,White,Female,3to9,9
CA,Elementary,Urban,250to499,NatSci,White,Female,16Plus,19
CA,Elementary,Urban,500to999,ELA,Black,Female,10to15,14
CA,Elementary,Urban,500to999,ELA,White,Female,3to9,24
CA,Elementary,Urban,500to999,ELA,White,Female,10to15,15
CA,Elementary,Urban,500to999,ELA,White,Female,16Plus,37
CA,Elementary,Urban,500to999,ELA,White,Male,10to15,11
CA,Elementary,Urban,500to999,ELA,White,Male,16Plus,9
CA,Elementary,Urban,500to999,Math,Black,Female,16Plus,15
CA,Elementary,Urban,500to999,Math,Hispanic,Female,3to9,14
CA,Elementary,Urban,500to999,Math,Hispanic,Female,10to15,15
CA,Elementary,Urban,500to999,Math,White,Female,3to9,4
CA,Elementary,Urban,500to999,Math,White,Female,16Plus,11
CA,Elementary,Urban,500to999,Math,White,Male,10to15,24
CA,Elementary,Urban,500to999,Math,White,Male,16Plus,10
CA,Elementary,Urban,500to999,NatSci,Black,Female,3to9,17
CA,Elementary,Urban,500to999,NatSci,White,Female,3to9,4
CA,Elementary,Urban,500to999,NatSci,White,Female,10to15,13
CA,Elementary,Urban,500to999,NatSci,White,Female,16Plus,25
CA,Elementary,Urban,500to999,NatSci,White,Male,16Plus,10
CA,Elementary,Urban,Lessthan250,ELA,Hispanic,Female,10to15,15
CA,Elementary,Urban,Lessthan250,ELA,White,Female,16Plus,15
CA,Elementary,Urban,Lessthan250,Math,Black,Male,16Plus,3
CA,Elementary,Urban,Lessthan250,NatSci,Multirace,Female,16Plus,9
CA,Elementary,Urban,Lessthan250,NatSci,White,Female,Lessthan3,24
CA,Elementary,Urban,Lessthan250,NatSci,White,Female,16Plus,17
CA,High,Rural,1000Plus,ELA,Hispanic,Female,10to15,12
CA,High,Rural,1000Plus,ELA,White,Female,3to9,3
CA,High,Rural,1000Plus,ELA,White,Female,10to15,15
CA,High,Rural,1000Plus,ELA,White,Male,16Plus,15
CA,High,Rural,1000Plus,Math,White,Female,3to9,16
CA,High,Rural,1000Plus,Math,White,Female,16Plus,11
CA,High,Rural,1000Plus,Math,White,Male,10to15,7
CA,High,Rural,1000Plus,Math,White,Male,16Plus,17
CA,High,Rural,1000Plus,NatSci,Hispanic,Female,16Plus,23
CA,High,Rural,1000Plus,NatSci,White,Female,10to15,5
CA,High,Rural,250to499,ELA,White,Female,3to9,14
CA,High,Rural,250to499,ELA,White,Female,10to15,24
CA,High,Rural,250to499,ELA,White,Female,16Plus,11
CA,High,Rural,250to499,ELA,White,Male,16Plus,9
CA,High,Rural,250to499,Math,White,Female,10to15,10
CA,High,Rural,250to499,Math,White,Male,16Plus,4
CA,High,Rural,500to999,ELA,Hispanic,Male,10to15,6
CA,High,Rural,500to999,ELA,White,Female,3to9,27
CA,High,Rural,500to999,ELA,White,Female,10to15,5
CA,High,Rural,500to999,ELA,White,Female,16Plus,11
CA,High,Rural,500to999,Math,Black,Female,3to9,6
CA,High,Rural,500to999,Math,White,Female,10to15,11
CA,High,Rural,500to999,Math,White,Female,16Plus,14
CA,High,Rural,500to999,Math,White,Male,10to15,13
CA,High,Rural,500to999,NatSci,Multirace,Female,16Plus,1
CA,High,Rural,500to999,NatSci,White,Female,10to15,26
CA,High,Rural,Lessthan250,Math,White,Female,16Plus,9
CA,High,Rural,Lessthan250,Math,White,Male,10to15,6
CA,High,Suburban,1000Plus,ELA,Hispanic,Female,3to9,19
CA,High,Suburban,1000Plus,ELA,Other,Male,16Plus,14
CA,High,Suburban,1000Plus,ELA,White,Female,10to15,13
CA,High,Suburban,1000Plus,ELA,White,Female,16Plus,11
CA,High,Suburban,1000Plus,Math,White,Female,10to15,19
CA,High,Suburban,1000Plus,Math,White,Female,16Plus,8
CA,High,Suburban,1000Plus,NatSci,White,Female,16Plus,5
CA,High,Suburban,1000Plus,NatSci,White,Male,3to9,13
CA,High,Suburban,250to499,ELA,Asian,Female,3to9,24
CA,High,Suburban,250to499,ELA,Black,Female,16Plus,5
CA,High,Suburban,250to499,ELA,Hispanic,Female,10to15,7
CA,High,Suburban,250to499,ELA,Hispanic,Male,16Plus,1
CA,High,Suburban,250to499,ELA,White,Female,3to9,17
CA,High,Suburban,250to499,ELA,White,Female,10to15,30
CA,High,Suburban,250to499,ELA,White,Male,16Plus,8
CA,High,Suburban,250to499,Math,White,Female,3to9,19
CA,High,Suburban,250to499,Math,White,Female,16Plus,4
CA,High,Suburban,250to499,NatSci,Hispanic,Female,3to9,7
CA,High,Suburban,250to499,NatSci,White,Female,16Plus,18
CA,High,Suburban,250to499,NatSci,White,Male,16Plus,11
CA,High,Suburban,500to999,ELA,White,Female,3to9,25
CA,High,Suburban,500to999,ELA,White,Female,10to15,22
CA,High,Suburban,500to999,ELA,White,Female,16Plus,22
CA,High,Suburban,500to999,ELA,White,Male,10to15,8
CA,High,Suburban,500to999,Math,Black,Female,3to9,18
CA,High,Suburban,500to999,Math,Black,Female,16Plus,19
CA,High,Suburban,500to999,Math,Multirace,Male,10to15,18
CA,High,Suburban,500to999,Math,White,Female,3to9,8
CA,High,Suburban,500to999,Math,White,Female,10to15,22
CA,High,Suburban,500to999,Math,White,Female,16Plus,11
CA,High,Suburban,500to999,Math,White,Male,10to15,13
CA,High,Suburban,500to999,Math,White,Male,16Plus,11
CA,High,Suburban,500to999,NatSci,Hispanic,Female,3to9,12
CA,High,Suburban,500to999,NatSci,White,Female,3to9,13
CA,High,Suburban,500to999,NatSci,White,Female,16Plus,10
CA,High,Suburban,Lessthan250,ELA,White,Male,10to15,28
CA,High,Suburban,Lessthan250,Math,White,Male,10to15,7
CA,High,Suburban,Lessthan250,NatSci,White,Female,16Plus,21
CA,High,Town,1000Plus,ELA,White,Female,10to15,13
CA,High,Town,1000Plus,Math,Hispanic,Female,16Plus,6
CA,High,Town,1000Plus,Math,White,Female,3to9,6
CA,High,Town,1000Plus,Math,White,Female,10to15,7
CA,High,Town,1000Plus,Math,White,Male,3to9,8
CA,High,Town,1000Plus,Math,White,Male,16Plus,21
CA,High,Town,1000Plus,NatSci,White,Female,3to9,16
CA,High,Town,250to499,ELA,Multirace,Female,16Plus,13
CA,High,Town,250to499,ELA,White,Female,3to9,7
CA,High,Town,250to499,ELA,White,Female,16Plus,9
CA,High,Town,250to499,Math,White,Female,Lessthan3,9
CA,High,Town,250to499,NatSci,White,Female,16Plus,14
CA,High,Town,250to499,NatSci,White,Male,10to15,20
CA,High,Town,500to999,ELA,White,Female,3to9,16
CA,High,Town,500to999,Math,White,Female,16Plus,13
CA,High,Town,500to999,NatSci,White,Female,10to15,18
CA,High,Town,Lessthan250,ELA,White,Female,16Plus,17
CA,High,Town,Lessthan250,Math,White,Female,16Plus,19
CA,High,Urban,1000Plus,ELA,Hispanic,Female,16Plus,15
CA,High,Urban,1000Plus,ELA,White,Female,10to15,14
CA,High,Urban,1000Plus,ELA,White,Female,16Plus,14
CA,High,Urban,1000Plus,ELA,White,Male,16Plus,23
CA,High,Urban,1000Plus,Math,Hispanic,Female,16Plus,6
CA,High,Urban,1000Plus,Math,Multirace,Female,16Plus,12
CA,High,Urban,1000Plus,Math,White,Female,16Plus,13
CA,High,Urban,1000Plus,NatSci,Hispanic,Female,10to15,6
CA,High,Urban,1000Plus,NatSci,White,Female,3to9,17
CA,High,Urban,1000Plus,NatSci,White,Female,10to15,15
CA,High,Urban,1000Plus,NatSci,White,Female,16Plus,5
CA,High,Urban,250to499,ELA,Asian,Female,16Plus,22
CA,High,Urban,250to499,ELA,Hispanic,Female,3to9,4
CA,High,Urban,250to499,ELA,White,Female,3to9,19
CA,High,Urban,250to499,ELA,White,Female,10to15,14
CA,High,Urban,250to499,Math,White,Female,10to15,6
CA,High,Urban,250to499,Math,White,Female,16Plus,26
CA,High,Urban,250to499,NatSci,White,Female,3to9,24
CA,High,Urban,250to499,NatSci,White,Female,10to15,15
CA,High,Urban,250to499,NatSci,White,Female,16Plus,6
CA,High,Urban,500to999,ELA,Black,Female,10to15,8
CA,High,Urban,500to999,ELA,Hispanic,Female,3to9,9
CA,High,Urban,500to999,ELA,White,Female,3to9,10
CA,High,Urban,500to999,ELA,White,Female,16Plus,8
CA,High,Urban,500to999,ELA,White,Male,3to9,23
CA,High,Urban,500to999,Math,Hispanic,Female,10to15,8
CA,High,Urban,500to999,Math,White,Female,10to15,12
CA,High,Urban,500to999,Math,White,Male,3to9,8
CA,High,Urban,500to999,NatSci,Black,Male,3to9,4
CA,High,Urban,500to999,NatSci,White,Female,3to9,8
CA,High,Urban,500to999,NatSci,White,Female,10to15,14
CA,High,Urban,500to999,NatSci,White,Male,10to15,11
CA,High,Urban,Lessthan250,ELA,White,Female,16Plus,25
CA,High,Urban,Lessthan250,Math,White,Female,16Plus,11
CA,High,Urban,Lessthan250,NatSci,White,Female,3to9,13
CA,Middle,Rural,1000Plus,ELA,Hispanic,Female,3to9,22
CA,Middle,Rural,1000Plus,ELA,White,Female,3to9,8
CA,Middle,Rural,1000Plus,Math,Hispanic,Male,10to15,10
CA,Middle,Rural,1000Plus,NatSci,White,Female,3to9,19
CA,Middle,Rural,1000Plus,NatSci,White,Female,10to15,10
CA,Middle,Rural,1000Plus,NatSci,White,Female,16Plus,5
CA,Middle,Rural,250to499,ELA,White,Female,16Plus,11
CA,Middle,Rural,250to499,Math,AIAN,Female,3to9,3
CA,Middle,Rural,250to499,Math,White,Female,3to9,18
CA,Middle,Rural,250to499,Math,White,Male,10to15,9
CA,Middle,Rural,250to499,NatSci,White,Female,3to9,13
CA,Middle,Rural,250to499,NatSci,White,Female,10to15,7
CA,Middle,Rural,250to499,NatSci,White,Female,16Plus,11
CA,Middle,Rural,500to999,ELA,White,Female,3to9,6
CA,Middle,Rural,500to999,ELA,White,Female,10to15,14
CA,Middle,Rural,500to999,Math,Hispanic,Female,16Plus,7
CA,Middle,Rural,500to999,NatSci,White,Female,10to15,18
CA,Middle,Rural,Lessthan250,ELA,White,Female,16Plus,9
